person_id,lifeboat,body_no,death_date
1151,,,1912-04-15
1152,boat 4,,1928-10-25
1153,boat 7,,1943-12-07
1154,,,1912-04-15
1155,,,1912-04-15
1156,,,1912-04-15
1157,,,1912-04-15
1158,boat 12,,1954-05-24
1159,,,1912-04-15
1160,,,1993-03-05
1161,,,1912-04-15
1162,boat 3,,1949-10-27
1163,,,1912-04-15
1164,boat 5,,1964-05-17
1165,boat 11,,1958-05-02
1166,,,1912-04-15
1167,boat 12,,1974-02-05
1168,,,1912-04-15
1169,boat 3,,1920-05-26
1170,boat 3,,1920-05-26
1171,,,1984-05-21
1172,,,1963-11-25
1173,,,1912-04-15
1174,,,1912-04-15
1175,,,1912-04-15
1176,,,1975-11-03
1177,,,1912-04-15
1178,,,1912-04-15
1179,,,1912-04-15
1180,,,1912-04-15
1181,,,1912-04-15
1182,,,1912-04-15
1183,,,1912-04-15
1184,,,1912-04-15
1185,boat 13,,1965-04-12
1186,,,1912-04-15
1187,,,1912-04-15
1188,boat 7,,1955-05-01
1189,,,1912-04-15
1190,,,1912-04-15
1191,,,1912-04-15
1192,,,1912-04-15
1193,,,1940-12-13
1194,boat 6,,1940-05-03
1195,,,1912-04-15
1196,boat 13,,1977-04-27
1197,,,1912-04-15
1198,boat 7,,1959-07-22
1199,boat 7,,1983-12-09
1200,,,1912-04-15
1201,,,1912-04-15
1202,,,1912-04-15
1203,boat 3,,1947-02-03
1204,boat 3,,1950-02-10
1205,boat 3,,1915-08-08
1206,,,1913-10-26
1207,,,1912-04-15
1208,,,1912-04-15
1209,,,1912-04-15
1210,,,1912-04-15
1211,boat 15,,1955-04-23
1212,,,1912-04-15
1213,,,1912-04-15
1214,,,1912-04-15
1215,boat 5,,1956-01-22
1216,boat 1,,1914-04-19
1217,boat 4,,1934-12-24
1218,,,
1219,,,1912-04-15
1220,,,1912-04-15
1221,,81.0,1912-04-15
1222,boat 6,,1924-05-12
1223,,261.0,1912-04-15
1224,,,1912-04-15
1225,,,1912-04-15
1226,,,1943-08-28
1227,,96.0,1912-04-15
1228,,,1912-04-15
1229,,,1912-04-15
1230,,,1912-04-15
1231,,,1912-04-15
1232,boat 3,,1968-08-03
1233,boat B,,1973-08-21
1234,boat 15,,1920-02-01
1235,,,1912-04-15
1236,,46.0,1912-04-15
1237,,,1912-04-15
1238,boat 16,,1981-07-04
1239,,,1912-04-15
1240,,294.0,1912-04-15
1241,,,1912-04-15
1242,boat 8,,1948-04-29
1243,boat 9,,1964-05-24
1244,,32.0,1912-04-15
1245,,,1912-04-15
1246,,,1931-06-12
1247,,,1912-04-15
1248,,,1974-01-07
1249,,,1912-04-15
1250,boat 8,,1925-01-09
1251,boat 8,,1957-06-17
1252,,,1949-05-20
1253,,,1927-04-23
1254,,,1912-04-15
1255,boat 13,,1974-02-06
1256,boat B,,1945-09-20
1257,,,1912-04-15
1258,boat 4,,1944-04-14
1259,,,1912-04-15
1260,,,1912-04-15
1261,,,1912-04-15
1262,,,1917-07-18
1263,boat D,,1947-11-19
1264,boat 10,,1950-01-14
1265,,,1912-04-15
1266,,,1912-04-15
1267,,,1912-04-15
1268,,,1912-04-15
1269,,50.0,1912-04-15
1270,boat 9,,1933-12-23
1271,,,1912-04-15
1272,,,1912-04-15
1273,,,
1274,,,1912-04-15
1275,boat 9,,1930-12-30
1276,,,1984-12-03
1277,,,1976-06-28
1278,,,1991-12-09
1279,,,1953-08-12
1280,,,1912-04-15
1281,boat 7,,1968-02-26
1282,,,1982-12-20
1283,,,1922-04-03
1284,,,1912-04-15
1285,,,1912-04-15
1286,,,1912-04-15
1287,,,1912-04-15
1288,,,1946-09-13
1289,,,1912-04-15
1290,,,1912-04-15
1291,,,1912-04-15
1292,,,1912-04-15
1293,,,1912-04-15
1294,,,1912-04-15
1295,,,1912-04-15
1296,,,1912-04-15
1297,,,1912-04-15
1298,,,1912-04-15
1299,,,1912-04-15
1300,,,1912-04-15
1301,,,1912-04-15
1302,,,1966-08-03
1303,,,1912-04-15
1304,,,1912-04-15
1305,,,1912-04-15
1306,,,1912-04-15
1307,,140.0,1912-04-15
1308,,140.0,1912-04-15
1309,boat 14,,1949-09-04
1310,,,1912-04-15
1311,boat 3,,1955-12-25
1312,boat 10,,1973-08-24
1313,,,1912-04-15
1314,,,1912-04-15
1315,,,1912-04-15
1316,boat 5,,1925-07-16
1317,,,1912-04-15
1318,,,1912-04-15
1319,,,1912-04-15
1320,boat 9,,1951-09-18
1321,boat 9,,1993-03-04
1322,,,1912-04-15
1323,,,1912-04-15
1324,boat 10,,1952-01-29
1325,,,1912-04-15
1326,,293.0,1912-04-15
1327,,,1953-10-13
1328,,,1954-05-28
1329,,,1954-05-28
1330,,,1933-07-10
1331,boat 14,,1972-09-27
1332,,,1912-04-15
1333,boat A,,1950-11-22
1334,boat 11,,1953-04-20
1335,boat 11,,1953-04-20
1336,boat 11,,2007-10-16
1337,boat 11,,1963-09-12
1338,,,1912-04-15
1339,,,1912-04-15
1340,,,1912-04-15
1341,boat 9,,1940-02-15
1342,boat 8,,1942-01-31
1343,,,1912-04-15
1344,,169.0,1912-04-15
1345,,,1912-04-15
1346,boat 8,,1944-10-12
1347,boat 8,,1920-01-30
1348,,,1912-04-15
1349,boat 4,,1937-07-13
1350,,,1912-04-15
1351,,,1912-04-15
1352,,314.0,1912-04-15
1353,,,1912-04-15
1354,,,
1355,,,1955-04-27
1356,,,
1357,,,1964-04-25
1358,,,1912-04-15
1359,,,1912-04-15
1360,,,1912-04-15
1361,,,1912-04-15
1362,boat 14,,1935-10-27
1363,,,1912-04-15
1364,,,1912-04-15
1365,,14.0,1912-04-15
1366,boat A,,1968-06-02
1367,boat 3,,1939-12-01
1368,,,1912-04-15
1369,,131.0,1912-04-15
1370,,131.0,1912-04-15
1371,,,1912-04-15
1372,,,1912-04-15
1373,,,1912-04-15
1374,boat D,,1925-02-13
1375,,,1925-09-04
1376,,,1912-04-15
1377,boat 9,,1965-07-04
1378,,,1912-04-15
1379,,,1966-03-10
1380,,,1912-04-15
1381,boat 8,,1959-07-27
1382,,,1912-04-15
1383,,,1912-04-15
1384,,,1915-06-19
1385,,,1991-05-18
1386,,,1914-03-22
1387,,,1912-04-15
1388,,304.0,1912-04-15
1389,,,1912-04-15
1390,,,1939-04-28
1391,,,1962-05-10
1392,,,1982-06-27
1393,,,1912-08-30
1394,boat 6,,1927-12-04
1395,,,
1396,,255.0,1912-04-15
1397,,,1912-04-15
1398,,,1912-04-15
1399,,,1912-04-15
1400,,,1912-04-15
1401,,72.0,1912-04-15
1402,,,1912-04-15
1403,,,1966-11-19
1404,,234.0,1912-04-15
1405,,,1912-04-15
1406,,,1912-04-15
1407,,,1912-04-15
1408,,,1912-04-15
1409,,,1912-04-15
1410,,,1912-04-15
1411,,,1912-04-15
1412,,,1912-04-15
1413,,,1912-04-15
1414,,,1912-04-15
1415,boat 15,,1952-02-02
1416,,188.0,1912-04-15
1417,,,1912-04-15
1418,,,1912-04-15
1419,,,
1420,,,1912-04-15
1421,,,1912-04-15
1422,,,1912-04-15
1423,,,1912-04-15
1424,,,1912-04-15
1425,,,1912-04-15
1426,,,1912-04-15
1427,,,1968-12-27
1428,,,1912-04-15
1429,,,1912-04-15
1430,,,1912-04-15
1431,,,1912-04-15
1432,,,1912-04-15
1433,,,
1434,,146.0,1912-04-15
1435,,,
1436,boat 16,,1961-01-02
1437,boat 16,,1917-10-17
1438,,,
1439,,,1912-04-15
1440,,34.0,1912-04-15
1441,,,1912-04-15
1442,,,
1443,boat 15,,1915-12-17
1444,,,1912-04-15
1445,,,1912-04-15
1446,boat 9,,1921-02-21
1447,,,1912-04-15
1448,,,1912-04-15
1449,,,1912-04-15
1450,boat 16,,1943-03-12
1451,,,
1452,,,
1453,,,1912-04-15
1454,,,1933-01-17
1455,boat 13,,1933-08-20
1456,,,1912-04-15
1457,,,1912-04-15
1458,,,1912-04-15
1459,,159.0,1912-04-15
1460,,,
1461,,,
1462,,,1912-04-15
1463,,,
1464,,,
1465,,,1912-04-15
1466,,,1912-04-15
1467,,,1912-04-15
1468,,26.0,1912-04-15
1469,,,1912-04-15
1470,,,1927-03-12
1471,,,1912-04-15
1472,boat 13,,1931-03-03
1473,,,1912-04-15
1474,,,1912-04-15
1475,,,1912-04-15
1476,,,1912-04-15
1477,,,
1478,,,
1479,,,1957-12-30
1480,,,1912-04-15
1481,,,1912-04-15
1482,,,1912-04-15
1483,,235.0,1912-04-15
1484,,,1912-04-15
1485,,,1943-01-09
1486,,,1912-04-15
1487,boat 13,,1965-04-05
1488,,,1912-04-15
1489,,,1912-04-15
1490,,,1912-04-15
1491,,,1912-04-15
1492,,,1912-04-15
1493,,,1912-04-15
1494,,,1912-04-15
1495,boat 5,,1974-09-22
1496,,,
1497,,,
1498,,,1967-01-14
1499,,,1912-04-15
1500,,,1912-04-15
1501,,,1912-04-15
1502,,,1912-04-15
1503,,,1912-04-15
1504,,,1912-04-15
1505,,,1912-04-15
1506,,,1912-04-15
1507,,,1912-04-15
1508,,,1912-04-15
1509,,,1912-04-15
1510,,,
1511,,,1912-04-15
1512,,,1922-10-25
1513,,,1912-04-15
1514,,,1912-04-15
1515,,,1912-04-15
1516,,,
1517,,,1912-04-15
1518,,,1912-04-15
1519,,,1955-01-10
1520,,,
1521,,,1912-04-15
1522,,,1968-09-15
1523,,,1912-04-15
1524,,,1912-04-15
1525,,,1912-04-15
1526,boat 15,,1959-06-18
1527,,,1927-09-12
1528,,,1912-04-15
1529,,,
1530,,,1912-04-15
1531,,,1912-04-15
1532,,274.0,1912-04-15
1533,,,1912-04-15
1534,,,1912-04-15
1535,,107.0,1912-04-15
1536,,,1912-04-15
1537,,,1912-04-15
1538,,,1912-04-15
1539,boat 6,,1956-05-23
1540,,,
1541,boat 2,,1967-04-25
1542,,,
1543,,,1912-04-15
1544,,,1912-04-15
1545,,,1912-04-15
1546,,,1912-04-15
1547,,,1912-04-15
1548,,,1946-07-09
1549,,,
1550,,,
1551,,,1912-04-15
1552,,,1912-04-15
1553,,,1912-04-15
1554,,,1912-04-15
1555,boat 11,,1928-12-02
1556,boat B,,1956-04-29
1557,boat D,,1955-10-15
1558,,,1912-04-15
1559,,,1912-04-15
1560,,,1912-04-15
1561,,,1912-04-15
1562,,,1912-04-15
1563,,,1912-04-15
1564,boat A,,1926-06-03
1565,,267.0,1912-04-15
1566,,,1912-04-15
1567,,,1912-04-15
1568,,,
1569,,,1912-04-15
1570,boat 10,,1917-12-12
1571,,,1912-04-15
1572,,,1912-04-15
1573,,,1912-04-15
1574,boat 13,,1960-12-03
1575,,,1912-04-15
1576,boat 10,,1961-04-02
1577,,,1939-09-01
1578,,,
1579,,,1953-12-20
1580,,,1912-04-15
1581,boat 13,,1951-12-06
1582,,,1912-04-15
1583,,,
1584,,,1912-04-15
1585,,,1912-04-15
1586,,77.0,1912-04-15
1587,,,1912-04-15
1588,,,1912-04-15
1589,,,
1590,,,1912-04-15
1591,,,1912-04-15
1592,,,1912-04-15
1593,,,1963-10-30
1594,,251.0,1912-04-15
1595,,,1912-04-15
1596,,,1950-02-18
1597,,,
1598,,,1912-04-15
1599,,,1912-04-15
1600,,,1912-04-15
1601,,,1912-04-15
1602,,,1953-12-28
1603,,,1912-04-15
1604,,,1912-04-15
1605,,,1947-05-28
1606,,,1912-04-15
1607,,,1912-04-15
1608,boat 15,,1966-07-21
1609,,,1912-04-15
1610,,,1912-04-15
1611,boat 9,,1939-06-24
1612,,,1912-04-15
1613,,,1914-02-07
1614,,,1912-04-15
1615,,,1912-04-15
1616,,111.0,1912-04-15
1617,,,1912-04-15
1618,,,1912-04-15
1619,,,1912-04-15
1620,,,1912-04-15
1621,boat 15,,
1622,,,1929-04-21
1623,boat 12,,
1624,,,1912-04-15
1625,,,
1626,,,1912-04-15
1627,,,1957-06-12
1628,,,1912-04-15
1629,,,1912-04-15
1630,,,
1631,boat B,,1941-02-06
1632,boat 1,,1950-09-28
1633,,,1916-08-13
1634,,,
1635,,,
1636,,,1912-04-15
1637,,,1912-04-15
1638,,,1912-04-15
1639,,,1912-04-15
1640,,,1912-04-15
1641,,,1912-04-15
1642,,,1912-04-15
1643,,,1912-04-15
1644,,,1912-04-15
1645,,,
1646,,,1962-02-5
1647,,,1912-04-15
1648,,,1912-04-15
1649,,,1912-04-15
1650,,,1941-12-31
1651,,,1912-04-15
1652,,,1912-04-15
1653,,,1912-04-15
1654,,,1912-04-15
1655,boat 15,,1960-07-07
1656,,,
1657,,,
1658,boat 8,,1938-02-09
1659,,,1912-04-15
1660,,,1956-02-16
1661,,,1912-04-15
1662,,,1912-04-15
1663,,,1912-04-15
1664,,,1950-01-16
1665,,,1912-04-15
1666,,,1941-12-31
1667,,,
1668,,,1912-04-15
1669,boat 14,,1960-02-01
1670,,,1912-04-15
1671,boat 11,,1939-09-15
1672,,,
1673,,,
1674,boat 4,,1932-09-01
1675,,,1912-04-15
1676,,,
1677,,,1912-04-15
1678,boat B,,1983-05-25
1679,,,1912-04-15
1680,,,1912-04-15
1681,,191.0,1912-04-15
1682,,,1912-04-15
1683,,,1912-04-15
1684,,,1912-04-15
1685,,,
1686,,,
1687,,,1912-04-15
1688,,,1912-04-15
1689,,,1912-04-15
1690,,,1912-04-15
1691,,,1955-01-07
1692,,,1912-04-15
1693,,,
1694,,,1912-04-15
1695,,,1912-04-15
1696,,,1912-04-15
1697,,,
1698,,,1955-02-27
1699,,,1912-04-15
1700,boat 4,,1939-01-02
1701,,,1912-04-15
1702,,,1912-04-15
1703,,,1912-04-15
1704,,,1912-04-15
1705,,,1940-11-15
1706,,,1912-04-15
1707,,311.0,1912-04-15
1708,,,1912-04-15
1709,,,
1710,,,
1711,,,1912-04-15
1712,,,1912-04-15
1713,,,
1714,,,1912-04-15
1715,,,1912-04-15
1716,,,1946-08-22
1717,,71.0,1912-04-15
1718,,,
1719,,,1912-04-15
1720,,,1912-04-15
1721,boat 15,,1947-06-19
1722,,,1912-04-15
1723,,,1912-04-15
1724,,,1912-04-15
1725,,,1912-04-15
1726,,,1912-04-15
1727,,,1912-04-15
1728,,,1912-04-15
1729,,317.0,1912-04-15
1730,boat 2,,1932-07-26
1731,,,1945-05-19
1732,,,
1733,,,1912-04-15
1734,,,1912-04-15
1735,boat 5,,1944-09-30
1736,,,1962-09-22
1737,boat 15,,1964-02-01
1738,boat 10,,1952-05-19
1739,,,1912-04-15
1740,,31.0,1912-04-15
1741,,,1912-04-15
1742,,,1912-04-15
1743,,,
1744,,,1912-04-15
1745,boat 11,,1949-09-22
1746,,,1912-04-15
1747,,138.0,1912-04-15
1748,,,1912-04-15
1749,,,1912-04-15
1750,,,
1751,,,1912-04-15
1752,,,
1753,,,1912-04-15
1754,,,1912-04-15
1755,,,
1756,,,
1757,boat B,,1964-07-11
1758,,,1912-04-15
1759,,,1961-02-15
1760,,,1940-02-02
1761,,,1941-11-20
1762,boat 6,,1965-01-10
1763,,,
1764,,,1912-04-15
1765,,,1916-05-31
1766,,,1942-09-06
1767,boat 4,,1934-09-18
1768,boat 13,,1916-04-03
1769,,,1912-04-15
1770,,,1912-04-15
1771,,,1912-04-15
1772,,,1912-04-15
1773,boat 16,,
1774,,,1912-04-15
1775,,,1912-04-15
1776,,262.0,1912-04-15
1777,,,1912-04-15
1778,,,1912-04-15
1779,boat 15,,1960-06-30
1780,,,1912-04-15
1781,boat 13,,1944-11-15
1782,,,1942-12-16
1783,,,1931-05-10
1784,,313.0,1912-04-15
1785,,,1912-04-15
1786,,,1912-04-15
1787,boat 11,,1965-02-27
1788,,,
1789,,,
1790,,,1912-04-15
1791,,,1912-04-15
1792,,49.0,1912-04-15
1793,,,1912-04-15
1794,,,
1795,,,1912-04-15
1796,boat 11,,1948-06-22
1797,,,1912-04-15
1798,,,1912-04-15
1799,,,1912-04-15
1800,,222.0,1912-04-15
1801,,,1938-09-04
1802,,,1912-04-15
1803,,,1912-04-15
1804,,,1912-04-15
1805,,,1913-11-26
1806,,,1912-04-15
1807,,,
1808,,,1912-04-15
1809,,,1923-07-18
1810,,,1912-04-15
1811,boat 11,,1923-02-23
1812,,,1912-04-15
1813,,,1912-04-15
1814,,,1912-04-15
1815,boat 5,,1922-01-16
1816,,,1912-04-15
1817,,,1946-10-04
1818,,,
1819,boat 3,,1952-01-13
1820,boat 9,,1933-06-06
1821,,,1948-08-20
1822,boat 15,,1953-07-13
1823,,,1912-04-15
1824,,,1960-02-02
1825,,,1912-04-15
1826,,,1912-04-15
1827,,,
1828,,,1912-04-15
1829,,,1912-04-15
1830,,,1931-12-05
1831,,,1912-04-15
1832,,,1958-02-19
1833,,,1912-04-15
1834,boat 14,,1947-12-06
1835,,,1912-04-15
1836,,,1918-03-04
1837,boat D,,1953-10-07
1838,,,1931-06-11
1839,,,1958-02-03
1840,,,1912-04-15
1841,,,1912-04-15
1842,,,1912-04-15
1843,,,1912-04-15
1844,,,1912-04-15
1845,boat 14,,
1846,,,1950-02-26
1847,boat 9,,1947-08-03
1848,,,1912-04-15
1849,,,1912-04-15
1850,boat 15,,1954-01-15
1851,boat 13,,1920-06-26
1852,,,1912-04-15
1853,,,
1854,,,1912-04-15
1855,,,
1856,,,1912-04-15
1857,,,1912-04-15
1858,,25.0,1912-04-15
1859,,,1912-04-15
1860,boat B,,1932-06-16
1861,,,
1862,,,1940-12-09
1863,,,1912-04-15
1864,boat 4,,1928-04-12
1865,boat 1,,1956-07-21
1866,,,1912-04-15
1867,,,
1868,,,1912-04-15
1869,,,
1870,,,
1871,,,1912-04-15
1872,,,1912-04-15
1873,,168.0,1912-04-15
1874,boat 6,,1940-09-23
1875,,,1912-04-15
1876,,,1912-04-15
1877,,152.0,1912-04-15
1878,,,1912-04-15
1879,,,
1880,,,1912-04-15
1881,,85.0,1912-04-15
1882,,,1912-04-15
1883,,,1912-04-15
1884,,,1912-04-15
1885,,,1912-04-15
1886,,,1912-04-15
1887,,,1912-04-15
1888,,,1912-04-15
1889,boat 7,,
1890,,,1912-04-15
1891,,,
1892,,,
1893,,,
1894,,,1912-04-15
1895,,,1912-04-15
1896,,,1937-06-19
1897,,,
1898,,,1912-04-15
1899,,,
1900,boat 1,,1962-04-07
1901,,,1912-04-15
1902,,,1912-04-15
1903,,,1912-04-15
1904,,,1912-04-15
1905,,,1912-04-15
1906,,,1912-04-15
1907,,,1912-04-15
1908,boat 11,,1919-09-03
1909,boat C,,1949-03-23
1910,,,1912-04-15
1911,,,1912-04-15
1912,boat B,,1964-12-17
1913,,,1912-04-15
1914,,,1912-04-15
1915,,,
1916,boat 11,,1974-06-14
1917,,,1912-04-15
1918,,204.0,1912-04-15
1919,,,1912-04-15
1920,,,1912-04-15
1921,,,1912-04-15
1922,,,1912-04-15
1923,,,1912-04-15
1924,,,1912-04-15
1925,,,1912-04-15
1926,,,
1927,,,1912-04-15
1928,,,
1929,,,1912-04-15
1930,,,1912-04-15
1931,,,1912-04-15
1932,,,
1933,,,1912-04-15
1934,,,1912-04-15
1935,boat 16,,1971-05-05
1936,boat 7,,1917-04-17
1937,,,1912-04-15
1938,boat 2,,1943-12-16
1939,,,1912-04-15
1940,,,1912-04-15
1941,,,1912-04-15
1942,boat 8,,
1943,,,1912-04-15
1944,,,1942-01-31
1945,,,1912-04-15
1946,boat B,,1956-12-09
1947,,,1960-10-31
1948,,,1912-04-15
1949,,73.0,1912-04-15
1950,,,
1951,,,
1952,,,1912-04-15
1953,,,1912-04-15
1954,,,1912-04-15
1955,boat 15,,1954-11-02
1956,,,
1957,,,
1958,,,1963-10-11
1959,,,
1960,,,1912-04-15
1961,,,1912-04-15
1962,,,1912-04-15
1963,boat 9,,1966-02-06
1964,,,1912-04-15
1965,,,1912-04-15
1966,,,1912-04-15
1967,,,1912-04-15
1968,,,1913-11-07
1969,,,
1970,,,1912-04-15
1971,,,1912-04-15
1972,,,1912-04-15
1973,,,1912-04-15
1974,,,
1975,,,1912-04-15
1976,,238.0,1912-04-15
1977,,,1912-04-15
1978,,,1912-04-15
1979,,,1912-04-15
1980,,,1912-04-15
1981,,,1912-04-15
1982,,,1912-04-15
1983,,,1912-04-15
1984,,,1912-04-15
1985,boat 13,,
1986,,,1912-04-15
1987,boat C,,1951-01-08
1988,,,1912-04-15
1989,,,1912-04-15
1990,,,1912-04-15
1991,,,1912-04-15
1992,,,1912-04-15
1993,boat 11,,1949-09-01
1994,,90.0,1912-04-15
1995,,,1912-04-15
1996,boat 16,,1937-06-29
1997,,,1965-01-23
1998,,,1912-04-15
1999,boat 13,,1913-08-06
2000,,,1912-04-15
2001,,,1912-04-15
2002,,,1912-04-15
2003,boat 15,,1973-01-18
2004,,,1917-11-16
2005,,,1912-04-15
2006,,,1912-04-15
2007,,,1912-04-15
2008,boat B,,1952-12-08
2009,boat B,,1960-11-19
2010,,,
2011,boat 13,,1949-09-18
2012,,57.0,1912-04-15
2013,,,1912-04-15
2014,,,1912-04-15
2015,,,1912-04-15
2016,,,1912-04-15
2017,,,1912-04-15
2018,,,
2019,,,1912-04-15
2020,boat 14,,1944-05-12
2021,,,1916-05-31
2022,boat D,,1921-09-22
2023,boat A,,1944-05-07
2024,,,1912-04-15
2025,,,1912-04-15
2026,,,
2027,,,1975-01-05
2028,,,1912-04-15
2029,,,1938-10-12
2030,,,1912-04-15
2031,,,1912-04-15
2032,,,
2033,,,1912-04-15
2034,boat 13,,1960-09-10
2035,,,
2036,,,1955-08-06
2037,,,
2038,,,1912-04-15
2039,,225.0,1912-04-15
2040,,,1912-04-15
2041,,,1912-04-15
2042,,,1912-04-15
2043,boat 16,,1938-08-30
2044,,,1912-04-15
2045,boat 11,,1936-11-21
2046,,,1951-03-08
2047,boat 6,,1960-04-02
2048,,,1912-04-15
2049,,,
2050,,,1912-04-15
2051,,,
2052,,,1945-03-19
2053,,,1912-04-15
2054,,192.0,1912-04-15
2055,,,1912-04-15
2056,boat 13,,1971-01-16
2057,,,1918-10-27
2058,,,1912-04-15
2059,,,
2060,,,1912-04-15
2061,,,1912-04-15
2062,,,1926-05-03
2063,boat B,,1948-01-09
2064,,177.0,1912-04-15
2065,,,1912-04-15
2066,boat 3,,1928-02-09
2067,,,1922-03-09
2068,,,1939-07-31
2069,,,1912-04-15
2070,,,1912-04-15
2071,,,1931-11-14
2072,,,1942-10-08
2073,,,1948-05-20
2074,,,
2075,,,1918-07-04
2076,boat 4,,1932-01-14
2077,,,
2078,,,1912-04-15
2079,,,1912-04-15
2080,,,1912-04-15
2081,,,1915-03-06
2082,,,
2083,,,1912-04-15
2084,,,1940-01-20
2085,,,1915-04-15
2086,boat B,,
2087,,,1912-04-15
2088,,,1912-04-15
2089,,,1961-02-09
2090,,,
2091,,,
2092,,,
2093,,,
2094,,,
2095,,,
2096,,,1956-11-09
2097,boat 9,,1940-05-06
2098,,,
2099,,,1912-04-15
2100,,,1913-03-11
2101,,,
2102,,,1961-10-02
2103,,,
2104,,,
2105,,,
2106,,,
2107,,,1912-04-15
2108,boat A,,1965-07-26
2109,boat 11,,1956-04-11
2110,,,1922-04-01
2111,,,
2112,,,1928-05-08
2113,,,1929-04-02
2114,boat 5,,1959-02-21
2115,boat 11,,
2116,,,1912-04-15
2117,,,1973-12-06
2118,,,
2119,,,1956-12-31
2120,,,
2121,,,1951-03-15
2122,,,
2123,,,1912-04-15
2124,,,1912-04-15
2125,,183.0,1912-04-15
2126,,,1912-04-15
2127,,,1912-04-15
2128,,,
2129,,,1912-04-15
2130,,,
2131,,,1912-04-15
2132,,,1912-04-15
2133,,,1958-05-08
2134,,,1912-04-15
2135,,,1912-04-15
2136,,,1912-04-15
2137,,,
2138,boat C,,1930-12-05
2139,,,1912-04-15
2140,,,1912-04-15
2141,,,1912-04-15
2142,,27.0,1912-04-15
2143,,,1912-04-15
2144,,,1912-04-15
2145,,,1912-04-15
2146,boat 3,,1943-03-19
2147,boat 3,,
2148,,,1912-04-15
2149,,,1912-04-15
2150,,,1912-04-15
2151,,,
2152,,302.0,1912-04-15
2153,,,1912-04-15
2154,,,
2155,boat 14,,1954-10-18
2156,,,1912-04-15
2157,,,
2158,,,1912-04-15
2159,,,1912-04-15
2160,,,
2161,,,1919-11-19
2162,,323.0,1912-04-15
2163,,,1912-04-15
2164,boat D,,1941-07-01
2165,,,
2166,,,1912-04-15
2167,,,1912-04-15
2168,boat 13,,
2169,,,
2170,,,1912-04-15
2171,,,1912-04-15
2172,,,1912-04-15
2173,,,1912-04-15
2174,,,1912-04-15
2175,boat 15,,1960-01-23
2176,,,1912-04-15
2177,,,1941-01-10
2178,,,1912-04-15
2179,,,1912-04-15
2180,,,1912-04-15
2181,boat 15,,1961-06-15
2182,boat D,,1947-05-07
2183,boat B,,1933-12-30
2184,,,1912-04-15
2185,,,1912-04-15
2186,,,1912-04-15
2187,,,1912-04-15
2188,boat 9,,1944-03-17
2189,boat 5,,1934-06-18
2190,,,1912-04-15
2191,,,1912-04-15
2192,,,1912-04-15
2193,boat 2,,1938-06-08
2194,boat 3,,1952-10-12
2195,,,1912-04-15
2196,,,1912-04-15
2197,,,1912-04-15
2198,,,1912-04-15
2199,,,1912-04-15
2200,,,1912-04-15
2201,,,1912-04-15
2202,,,1912-04-15
2203,,,1912-04-15
2204,,,1912-04-15
2205,,,1912-04-15
2206,boat 8,,
2207,,,1948-12-19
2208,,,1912-04-15
2209,,,1933-03-17
2210,boat C,,1952-07-17
2211,,,1912-04-15
2212,boat 15,,1939-10-09
2213,,,1912-04-15
2214,,,
2215,,,1912-04-15
2216,,,1912-04-15
2217,,,1912-04-15
2218,,,1912-04-15
2219,,,1912-04-15
2220,boat 4,,1954-08-04
2221,,,1912-04-15
2222,,,1912-04-15
2223,,,1912-04-15
2224,,,1940-11-23
2225,,,1912-04-15
2226,boat 9,,1950-04-09
2227,,82.0,1912-04-15
2228,boat 9,,1964-02-25
2229,boat 14,,1967-04-26
2230,,,1912-04-15
2231,,,
2232,,,1912-04-15
2233,,,1912-04-15
2234,,,
2235,,,1912-04-15
2236,,266.0,1912-04-15
2237,,,1922-12-19
2238,,,
2239,,,1912-04-15
2240,boat 5,,1961-12-07
2241,,,1912-04-15
2242,boat D,,1968-05-13
2243,,301.0,1912-04-15
2244,boat 12,,
2245,,,1912-04-15
2246,,,1912-04-15
2247,,,1943-08-23
2248,,,1912-04-15
2249,boat B,,1953-12-03
2250,boat 4,,1982-05-19
2251,,,1912-04-15
2252,,,1912-04-15
2253,,,1948-07-06
2254,,,1912-04-15
2255,boat 15,,1937-03-11
2256,,,1949-01-29
2257,,,1912-04-15
2258,,,1912-04-15
2259,,,1912-04-15
2260,boat 14,,1962-10-30
2261,,,1912-04-15
2262,boat 1,,1918-05-28
2263,,,1912-04-15
2264,,,
2265,,,1912-04-15
2266,boat 4,,1964-07-23
2267,,,1912-04-15
2268,,,1912-04-15
2269,,,1912-04-15
2270,boat 13,,1977-01-15
2271,,,1912-04-15
2272,,,1912-04-15
2273,,280.0,1912-04-15
2274,,,1912-04-15
2275,,,
2276,,,1912-04-15
2277,,,1912-04-15
2278,,,1912-04-15
2279,,,1912-04-15
2280,boat 10,,
2281,,64.0,1912-04-15
2282,,,1912-04-15
2283,,,1912-04-15
2284,,,1912-04-15
2285,,100.0,1912-04-15
2286,,,1912-04-15
2287,,115.0,1912-04-15
2288,,,1912-04-15
2289,,,1912-04-15
2290,,231.0,1912-04-15
2291,,93.0,1912-04-15
2292,boat 11,,1933-01-02
2293,,,1912-04-15
2294,boat 11,,1914-10-09
2295,,151.0,1912-04-15
2296,,,
2297,,,
2298,,,
2299,,,1912-04-15
2300,,,1912-04-15
2301,,,1940-11-04
2302,,,1912-04-15
2303,,,1912-04-15
2304,,,1912-04-15
2305,,,1912-04-15
2306,boat C,,1974-02-14
2307,,,1912-04-15
