site_id,site,country,site_type,site_area,elevation,date,pm10,pm2.5,no2,o3,so2
deby037,München/Stachus,germany,traffic,urban,521.0,2023-07-28,15.26,7.821,28.71,51.981,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-07-29,10.808,6.953,24.057,52.586,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-07-30,8.348,5.108,15.378,67.904,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-07-31,12.7,6.492,26.877,66.116,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-01,9.255,6.055,24.747,56.991,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-02,10.689,5.315,20.895,54.909,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-03,10.15,5.116,21.513,64.008,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-04,9.791,5.35,22.185,61.04,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-05,13.715,8.036,23.819,44.995,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-06,4.336,4.152,12.106,56.57,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-07,6.062,3.777,17.357,64.891,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-08,10.261,5.002,23.102,69.35,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-09,15.34,7.75,29.75,62.252,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-10,12.357,6.804,25.462,93.411,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-11,15.968,7.428,24.733,101.86,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-12,19.259,11.75,29.19,81.979,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-13,20.483,12.377,20.88,51.885,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-15,15.37,11.41,21.44,51.571,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-16,13.282,9.358,21.511,90.26,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-17,17.901,11.872,23.634,97.901,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-18,12.126,7.034,25.303,104.178,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-19,21.738,11.113,26.22,104.995,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-20,21.744,11.04,22.485,107.712,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-21,35.857,20.505,38.269,123.071,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-22,32.572,17.827,34.625,110.191,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-23,24.662,12.975,26.267,108.161,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-24,28.862,13.721,23.115,99.562,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-25,16.593,8.835,24.088,88.461,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-26,11.07,7.425,16.206,79.891,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-27,5.138,4.126,18.03,61.832,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-28,3.903,3.079,17.932,57.725,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-29,9.77,5.337,25.57,58.425,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-30,9.669,5.687,23.14,57.865,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-08-31,12.188,6.133,24.452,54.528,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-01,14.275,7.471,27.376,58.752,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-02,14.667,7.91,26.95,82.504,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-03,11.92,7.201,20.905,72.319,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-04,13.972,8.051,22.05,83.921,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-05,14.944,7.803,22.058,85.305,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-06,18.375,10.782,27.273,87.794,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-07,21.583,12.618,30.678,92.471,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-08,29.706,17.596,39.011,108.655,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-09,30.529,20.92,36.596,127.55,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-10,23.541,16.928,24.679,117.409,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-11,25.513,17.552,32.565,103.295,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-12,22.591,14.644,28.018,112.294,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-13,17.839,10.425,32.151,71.023,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-14,20.759,13.677,26.852,65.804,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-15,13.42,8.755,20.89,71.922,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-16,18.41,11.775,26.858,70.566,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-17,15.92,9.784,21.132,90.889,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-18,16.54,9.459,26.822,46.104,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-19,12.967,6.779,29.098,62.692,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-20,14.337,7.27,28.038,69.592,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-21,14.788,7.83,30.084,69.248,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-22,5.913,4.692,23.524,61.931,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-23,10.168,5.792,26.942,51.828,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-24,9.641,4.822,22.211,69.719,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-25,16.697,8.759,28.949,62.366,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-26,26.034,13.439,37.095,56.111,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-27,22.875,12.477,35.612,66.841,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-28,21.773,12.147,42.86,72.319,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-29,23.008,11.565,34.928,63.834,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-09-30,22.628,14.77,31.2,60.742,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-01,21.956,14.737,28.917,73.833,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-02,31.032,22.118,35.522,62.387,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-03,15.28,10.85,22.338,70.21,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-04,13.347,6.352,35.446,65.112,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-05,19.575,8.178,32.724,51.07,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-06,22.514,11.04,38.903,54.762,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-07,17.71,9.74,35.083,55.159,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-08,25.735,10.712,30.418,64.73,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-09,43.563,14.782,36.073,28.535,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-10,41.103,15.358,41.633,50.704,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-11,29.281,12.054,38.591,55.194,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-12,24.821,10.883,40.252,56.12,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-13,28.418,10.864,39.122,58.297,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-14,21.656,11.048,20.697,66.418,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-15,8.134,4.561,21.47,45.881,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-16,11.63,6.465,25.438,49.663,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-17,20.643,13.01,27.512,32.087,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-18,22.36,14.852,29.876,13.203,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-19,25.958,15.548,36.884,11.363,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-20,19.197,11.708,31.002,50.984,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-21,9.466,4.606,28.721,50.463,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-22,10.246,5.315,26.084,55.479,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-23,15.296,7.871,27.474,25.206,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-24,23.751,13.985,30.309,31.223,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-25,7.64,3.158,24.965,42.31,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-26,10.665,3.814,30.96,56.696,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-27,9.28,2.992,30.464,54.082,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-28,10.708,5.541,25.586,60.204,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-29,12.196,6.07,29.24,44.87,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-30,20.341,12.414,35.463,15.012,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-10-31,11.641,4.045,25.018,56.217,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-01,8.916,4.327,20.121,48.047,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-02,12.14,6.165,29.96,43.768,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-03,9.294,4.708,29.396,44.454,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-04,5.537,3.117,18.892,44.624,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-05,6.819,2.925,13.262,63.282,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-06,16.257,4.995,25.781,62.672,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-07,10.138,3.756,25.05,55.099,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-08,16.212,7.459,33.834,55.087,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-09,20.078,9.367,39.402,31.556,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-10,13.102,7.366,32.829,41.749,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-11,8.552,5.011,22.407,52.872,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-12,5.368,2.344,17.575,47.556,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-13,11.258,5.001,26.211,58.552,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-14,9.709,3.65,22.741,63.47,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-15,8.882,3.438,26.573,70.243,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-16,12.93,4.748,29.214,41.435,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-17,11.717,6.158,31.799,45.296,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-18,9.164,4.394,25.755,39.186,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-19,8.513,3.655,17.375,45.266,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-20,12.063,5.036,28.251,50.718,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-21,11.762,5.589,33.503,51.236,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-22,10.302,7.433,22.633,30.231,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-23,18.671,11.659,25.583,21.444,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-24,7.656,3.796,24.097,49.659,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-25,9.03,4.906,22.367,56.693,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-26,7.035,4.647,20.312,41.245,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-27,10.599,3.49,27.237,38.16,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-28,8.184,5.53,21.865,52.886,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-29,14.893,7.723,33.929,34.056,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-11-30,17.066,11.95,40.793,28.43,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-01,13.968,11.513,51.364,3.942,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-02,15.183,14.564,23.541,29.906,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-03,15.92,14.386,32.214,34.969,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-04,25.49,20.876,60.685,11.941,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-05,11.219,6.338,47.074,26.815,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-06,13.043,9.321,33.382,43.011,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-07,14.765,11.435,36.073,40.905,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-08,17.627,12.66,46.989,22.622,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-09,10.888,7.751,32.238,35.396,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-10,9.038,4.792,18.135,70.018,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-11,11.382,2.706,25.099,60.089,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-12,7.525,2.796,31.107,50.268,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-13,10.919,3.792,31.654,56.49,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-14,14.77,8.566,36.789,48.584,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-15,30.589,13.674,30.042,27.778,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-16,20.892,11.408,28.984,27.879,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-17,19.073,11.128,32.573,30.616,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-18,38.23,14.079,48.673,10.42,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-19,57.245,20.571,46.83,29.212,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-20,14.925,6.28,25.604,53.399,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-21,10.604,3.46,15.147,64.184,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-22,6.308,3.851,18.743,65.392,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-23,4.629,2.778,12.812,65.129,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-24,3.412,1.666,8.172,74.311,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-25,7.778,5.058,15.848,75.725,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-26,10.298,6.176,23.37,52.579,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-27,14.247,8.677,33.548,40.096,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-28,15.853,6.297,41.574,41.532,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-29,12.386,6.639,26.128,52.638,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-30,14.165,7.56,31.147,56.726,
deby037,München/Stachus,germany,traffic,urban,521.0,2023-12-31,399.0,365.82,44.93,12.27,
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-01,33.715,22.955,34.832,41.282,1.248
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-02,19.68,9.888,41.356,30.931,1.06
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-03,12.902,8.798,44.953,25.852,1.026
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-04,7.227,5.878,28.696,32.765,2.445
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-05,11.851,7.15,30.467,46.896,0.911
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-06,6.348,3.714,30.064,40.86,1.475
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-07,8.541,6.116,34.504,43.104,1.444
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-08,7.113,5.653,28.042,39.008,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-09,5.13,3.151,32.829,43.878,0.816
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-10,11.286,6.3,30.371,45.813,1.23
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-11,7.885,5.065,30.159,50.256,1.779
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-12,5.906,3.535,25.196,56.318,1.142
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-13,6.922,3.681,31.918,55.098,0.94
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-14,7.951,5.121,27.022,46.04,2.199
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-15,4.01,2.309,23.327,67.915,1.18
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-16,3.71,2.177,21.408,54.44,0.872
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-17,10.003,6.435,40.317,55.574,0.894
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-18,16.484,10.825,38.844,45.786,2.14
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-19,18.303,14.656,42.14,23.926,1.538
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-20,21.823,19.525,48.302,9.425,1.091
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-21,12.895,11.768,20.883,50.116,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-22,5.521,5.11,12.24,51.856,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-23,11.662,8.823,19.105,29.219,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-24,16.136,12.561,24.577,28.609,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-25,16.901,15.251,27.888,32.181,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-26,17.01,11.955,32.053,23.094,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-27,6.759,5.452,25.849,40.123,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-28,11.887,6.542,19.958,52.378,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-29,21.438,15.418,30.298,49.605,0.899
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-30,14.103,10.238,31.693,36.795,0.841
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-01-31,13.528,8.445,34.622,39.292,1.031
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-01,13.569,6.836,25.445,60.652,0.818
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-02,8.245,4.719,30.192,61.087,0.899
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-03,8.44,4.555,31.879,48.942,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-04,16.585,10.139,27.502,61.71,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-05,14.017,12.531,34.792,16.123,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-06,9.915,7.287,22.953,55.353,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-07,18.381,14.544,35.268,45.42,0.865
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-08,23.476,17.849,46.908,38.626,1.16
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-09,36.241,28.302,55.709,19.145,2.098
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-10,50.024,39.456,56.577,10.106,2.905
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-11,36.782,30.047,48.2,15.628,1.124
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-12,25.021,22.723,34.464,35.053,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-13,17.619,13.512,42.504,33.892,1.302
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-14,26.457,22.323,38.853,17.315,1.022
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-15,31.589,28.234,36.588,12.821,1.091
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-16,35.48,28.717,46.156,5.382,1.414
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-17,12.65,9.484,37.637,27.872,0.888
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-18,8.401,4.031,27.563,59.139,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-19,6.657,4.377,24.189,53.575,0.82
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-20,16.056,9.57,38.481,44.514,1.377
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-21,25.07,16.587,50.1,26.289,2.861
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-22,31.334,22.567,50.794,8.237,2.518
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-23,31.286,24.229,34.664,18.891,0.837
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-24,15.698,12.011,26.049,52.871,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-25,10.094,5.727,16.513,70.929,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-02-28,18.309,15.17,21.836,69.766,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-01,20.62,16.982,23.415,71.176,0.896
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-02,19.651,14.117,26.275,68.932,1.068
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-03,25.373,20.79,34.015,53.635,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-04,23.277,18.39,37.03,55.559,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-05,12.065,8.502,32.249,64.407,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-06,16.623,11.549,35.537,45.725,0.816
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-07,18.104,12.952,26.791,51.317,0.869
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-08,13.486,11.446,45.42,52.727,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-09,9.542,5.482,30.863,58.461,1.166
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-10,5.734,2.643,25.32,68.202,1.177
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-11,11.054,6.237,29.52,76.12,0.818
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-12,20.647,15.174,49.261,22.971,0.835
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-13,7.92,4.684,29.192,42.233,1.677
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-14,5.403,2.902,28.707,66.45,1.265
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-15,11.453,6.76,36.919,66.213,0.945
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-16,12.693,9.329,38.664,54.958,0.857
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-17,22.154,12.882,56.899,26.811,2.509
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-18,21.998,13.66,55.101,59.034,0.926
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-19,16.653,10.158,45.886,53.838,1.032
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-20,17.349,11.173,36.491,50.202,0.896
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-21,21.613,12.561,48.618,38.924,0.969
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-22,18.851,10.172,41.068,52.877,1.668
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-23,7.383,3.892,32.582,65.426,1.193
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-24,8.098,4.511,34.03,65.097,2.054
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-25,6.141,3.035,26.116,78.983,2.967
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-26,5.135,3.443,27.802,67.166,1.445
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-27,8.5,4.273,18.384,78.414,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-28,11.076,5.695,35.207,64.85,1.072
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-29,13.091,6.649,38.434,71.392,1.999
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-30,14.677,6.82,39.037,60.867,2.041
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-03-31,7.266,4.45,32.381,58.205,1.361
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-01,3.758,2.357,30.438,61.138,0.844
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-02,5.493,3.644,15.057,72.221,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-03,6.14,3.876,13.994,85.927,0.89
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-04,10.353,7.329,25.0,88.195,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-05,14.149,9.925,35.663,84.969,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-06,19.751,13.596,45.954,71.885,1.922
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-07,11.121,9.312,26.5,66.316,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-08,12.41,9.589,23.383,53.295,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-09,14.203,12.292,29.217,73.132,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-10,10.159,7.932,25.832,86.394,1.75
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-11,7.334,3.602,31.747,74.773,0.909
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-12,5.877,3.512,29.454,59.444,1.524
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-13,6.63,3.673,32.292,62.473,1.214
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-14,12.718,8.445,37.709,78.145,1.268
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-15,7.636,4.993,26.788,70.422,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-16,13.35,11.308,15.653,51.545,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-17,19.016,14.241,24.197,71.117,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-18,14.551,10.979,15.65,67.816,0.918
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-19,12.512,7.713,17.064,103.482,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-20,13.851,10.348,21.141,80.643,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-21,22.093,17.877,28.433,70.894,0.799
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-22,11.354,6.384,32.651,78.63,1.484
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-23,8.773,6.097,19.93,78.458,1.617
dehe005,Frankfurt-Höchst,germany,background,urban,103.0,2023-04-24,8.73,5.505,28.877,75.898,1.228
